tree_id,site_order,permit_notes,site_info,plant_type,plant_date
44922,195,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48100,284,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48229,11,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
36850,4,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
48139,249,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44589,117,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48233,17,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
58779,1,Permit Number 18022,Sidewalk: Curb side : Cutout,Tree,1979-08-20 00:00:00 UTC
45962,220,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48258,106,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48062,221,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48162,272,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44711,85,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
35285,4,Permit Number 38758,Sidewalk: Curb side : Cutout,Tree,1998-02-17 00:00:00 UTC
44913,186,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44634,162,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44585,139,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44859,19,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46042,107,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
43485,5,Permit Number 43169,Sidewalk: Curb side : Cutout,Tree,2000-07-19 00:00:00 UTC
48265,129,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44612,176,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44652,72,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
34918,2,Permit Number 38517,Sidewalk: Curb side : Cutout,Tree,
34103,4,Permit Number 37975,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
48301,167,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44680,100,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44613,167,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48259,123,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
84714,8,Permit No. 49325,Sidewalk: Curb side : Cutout,Tree,2007-05-17 00:00:00 UTC
53089,2,Permit Number 49055,Sidewalk: Curb side : Cutout,Tree,2006-10-30 00:00:00 UTC
48099,209,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
31846,1,Permit Number 35298,Sidewalk: Curb side : Cutout,Tree,1995-06-19 00:00:00 UTC
48098,208,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48212,55,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44907,141,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48840,3,Permit Number 46057,Sidewalk: Curb side : Cutout,Tree,2002-11-08 00:00:00 UTC
45861,97,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45004,116,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
51068,1,Permit Number 47530,Sidewalk: Curb side : Cutout,Tree,2004-07-14 00:00:00 UTC
48319,185,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44950,73,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44533,36,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
35697,8,Permit Number 38993,Sidewalk: Curb side : Cutout,Tree,1998-04-10 00:00:00 UTC
45916,51,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
36563,2,Permit Number 39428,Sidewalk: Curb side : Cutout,Tree,1998-05-19 00:00:00 UTC
50775,2,Permit Number 47304,Sidewalk: Curb side : Cutout,Tree,
34123,2,Permit Number 37981,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
33087,6,Permit Number 37336,Sidewalk: Curb side : Cutout,Tree,1996-11-05 00:00:00 UTC
47478,4,Permit Number 45375,Sidewalk: Curb side : Cutout,Tree,2002-05-14 00:00:00 UTC
46073,2,Permit Number 44455,Sidewalk: Curb side : Cutout,Tree,2001-12-12 00:00:00 UTC
46721,1,Permit Number 44843,Sidewalk: Curb side : Cutout,Tree,2002-04-24 00:00:00 UTC
48295,105,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
36644,10,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
30484,5,Permit Number 147,Sidewalk: Curb side : Cutout,Tree,1956-09-05 00:00:00 UTC
44837,11,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46152,2,Permit Number 44491,Sidewalk: Curb side : Cutout,Tree,2001-12-27 00:00:00 UTC
44699,83,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46286,6,Permit Number 44564,Sidewalk: Curb side : Cutout,Tree,2002-01-31 00:00:00 UTC
44653,73,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44546,32,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
45874,28,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48133,31,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
65152,1,Permit Number 27130,Sidewalk: Curb side : Cutout,Tree,1989-06-26 00:00:00 UTC
59633,1,Permit Number 19041,Sidewalk: Curb side : Cutout,Tree,1981-03-12 00:00:00 UTC
48159,269,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
34235,1,Permit Number 38048,Sidewalk: Curb side : Cutout,Tree,1997-06-30 00:00:00 UTC
34921,1,Permit Number 38517,Sidewalk: Curb side : Cutout,Tree,
44876,149,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48483,3,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,2002-08-15 00:00:00 UTC
48488,5,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,
45848,78,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48202,45,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48217,29,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
36852,6,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
48196,38,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48252,116,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
34903,4,Permit Number 38505,Sidewalk: Curb side : Cutout,Tree,1997-09-05 00:00:00 UTC
34002,1,Permit Number 37940,Sidewalk: Curb side : Cutout,Tree,
34138,2,Permit Number 37987,Sidewalk: Curb side : Cutout,Tree,1997-07-05 00:00:00 UTC
44635,163,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44977,49,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
34919,5,Permit Number 38517,Sidewalk: Curb side : Cutout,Tree,
45923,60,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48147,257,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48330,140,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48096,206,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
34333,11,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
48166,59,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44993,105,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
34325,1,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
57309,1,Permit Number 16131,Sidewalk: Curb side : Cutout,Tree,1976-08-27 00:00:00 UTC
44567,2,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46857,1,Permit Number 44926,Sidewalk: Curb side : Cutout,Tree,2002-04-25 00:00:00 UTC
44853,36,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45025,98,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46307,20,Permit Number 44564,Sidewalk: Curb side : Cutout,Tree,2002-01-31 00:00:00 UTC
36632,1,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
46146,1,Permit Number 44490,Sidewalk: Curb side : Cutout,Tree,2001-12-27 00:00:00 UTC
35693,3,Permit Number 38993,Sidewalk: Curb side : Cutout,Tree,1998-04-10 00:00:00 UTC
45918,64,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
31848,3,Permit Number 35298,Sidewalk: Curb side : Cutout,Tree,1995-06-19 00:00:00 UTC
44841,15,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44548,6,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46715,4,Permit Number 44843,Sidewalk: Curb side : Cutout,Tree,2002-04-24 00:00:00 UTC
44538,31,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
66292,1,Permit Number 29403,Sidewalk: Curb side : Cutout,Tree,1990-11-21 00:00:00 UTC
44976,48,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48170,63,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44963,76,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46062,104,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48751,9,Permit Number 46023,Sidewalk: Curb side : Cutout,Tree,
45854,71,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44880,153,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44593,133,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
45020,92,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44887,160,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45869,89,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
47476,2,Permit Number 45375,Sidewalk: Curb side : Cutout,Tree,2002-05-14 00:00:00 UTC
44901,135,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
34324,15,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
44537,21,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
36863,8,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
48190,30,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44965,78,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44997,109,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
66096,1,Permit Number 29142,Sidewalk: Curb side : Cutout,Tree,1990-08-08 00:00:00 UTC
38766,3,Permit Number 40634,Sidewalk: Curb side : Cutout,Tree,1998-10-20 00:00:00 UTC
59910,1,Permit Number 19378,Sidewalk: Curb side : Cutout,Tree,1981-11-24 00:00:00 UTC
35185,19,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
45958,165,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
46195,2,Permit Number 44518,Sidewalk: Curb side : Cutout,Tree,2001-12-31 00:00:00 UTC
84711,5,Permit No. 49325,Sidewalk: Curb side : Cutout,Tree,2007-05-17 00:00:00 UTC
45382,6,Permit Number 44200,Sidewalk: Curb side : Cutout,Tree,
48289,99,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
69538,1,Permit Number 38610,Sidewalk: Curb side : Cutout,Tree,1998-01-16 00:00:00 UTC
34320,31,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
44539,22,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48137,247,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48125,293,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44678,98,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
93931,,Permit Number 53387,Front Yard : Yard,Tree,2010-04-28 00:00:00 UTC
47477,3,Permit Number 45375,Sidewalk: Curb side : Cutout,Tree,2002-05-14 00:00:00 UTC
37328,2,Permit Number 39838,Sidewalk: Curb side : Cutout,Tree,1998-06-15 00:00:00 UTC
44550,8,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46882,1,Permit Number 44940,Sidewalk: Curb side : Cutout,Tree,2002-04-26 00:00:00 UTC
46727,2,Permit Number 44843,Sidewalk: Curb side : Cutout,Tree,2002-04-24 00:00:00 UTC
44955,68,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44962,75,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
33089,4,Permit Number 37336,Sidewalk: Curb side : Cutout,Tree,1996-11-05 00:00:00 UTC
50817,1,Permit Number 47340,Sidewalk: Curb side : Cutout,Tree,2004-03-18 00:00:00 UTC
48269,120,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48485,14,Permit Number 45832,Sidewalk: Curb side : Cutout,Tree,
44959,72,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48138,248,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48218,14,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
39902,2,Permit Number 41185,Sidewalk: Curb side : Cutout,Tree,2002-01-03 00:00:00 UTC
44685,95,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
36649,8,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44877,150,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44960,61,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
66171,1,Permit Number 29243,Sidewalk: Curb side : Cutout,Tree,1990-09-05 00:00:00 UTC
48337,165,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
65939,1,Permit Number 28960,Sidewalk: Curb side : Cutout,Tree,1990-06-04 00:00:00 UTC
36648,7,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
36643,11,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44667,78,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44666,48,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46023,214,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48270,94,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44945,178,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
36610,7,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
60252,1,Permit Number 19804,Sidewalk: Curb side : Cutout,Tree,1982-08-23 00:00:00 UTC
34856,6,Permit Number 38478,Sidewalk: Curb side : Cutout,Tree,
48305,171,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44569,149,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44998,110,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
36866,12,Permit Number 39538,Sidewalk: Curb side : Cutout,Tree,1998-05-26 00:00:00 UTC
48103,212,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48338,148,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48167,60,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
33928,3,Permit Number 37893,Sidewalk: Curb side : Cutout,Tree,1997-03-25 00:00:00 UTC
44986,58,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
35695,5,Permit Number 38993,Sidewalk: Curb side : Cutout,Tree,1998-04-10 00:00:00 UTC
48199,58,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48126,294,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
46142,3,Permit Number 44490,Sidewalk: Curb side : Cutout,Tree,2001-12-27 00:00:00 UTC
34308,17,Permit Number 38095,Sidewalk: Curb side : Cutout,Tree,1997-07-14 00:00:00 UTC
48284,107,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44562,13,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
58322,1,Permit Number 17347,Sidewalk: Curb side : Cutout,Tree,1978-11-06 00:00:00 UTC
35280,1,Permit Number 38758,Sidewalk: Curb side : Cutout,Tree,1998-02-17 00:00:00 UTC
36558,4,Permit Number 39428,Sidewalk: Curb side : Cutout,Tree,1998-05-19 00:00:00 UTC
48328,138,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
51069,2,Permit Number 47530,Sidewalk: Curb side : Cutout,Tree,2004-07-14 00:00:00 UTC
35212,19,Permit Number 38712,Sidewalk: Curb side : Cutout,Tree,1998-02-10 00:00:00 UTC
44972,44,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44568,141,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48142,252,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44704,88,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
36611,6,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
46057,180,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48480,1,Permit Number 45832,Median : Cutout,Tree,
48348,153,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48276,86,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48223,5,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44926,199,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44594,122,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44867,26,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44994,106,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
44665,59,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48213,41,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45972,119,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
36629,4,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
44991,113,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
50823,2,Permit Number 47344,Sidewalk: Curb side : Cutout,Tree,2004-03-19 00:00:00 UTC
44626,154,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
46198,1,Permit Number 44518,Sidewalk: Curb side : Cutout,Tree,2001-12-31 00:00:00 UTC
44633,161,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44549,7,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48181,74,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45378,3,Permit Number 44200,Sidewalk: Curb side : Cutout,Tree,
44676,105,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
36628,16,Permit Number 39461,Sidewalk: Curb side : Cutout,Tree,1998-05-20 00:00:00 UTC
48178,56,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45878,32,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
45872,95,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
48257,121,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
45995,120,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44656,115,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
44889,152,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
45998,116,Permit Number 44451,Sidewalk: Curb side : Cutout,Tree,2001-12-06 00:00:00 UTC
44659,63,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
48135,288,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48320,186,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48214,27,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48238,22,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
60481,1,Permit Number 20076,Sidewalk: Curb side : Cutout,Tree,1982-12-01 00:00:00 UTC
44862,34,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
46302,5,Permit Number 44564,Sidewalk: Curb side : Cutout,Tree,2002-01-31 00:00:00 UTC
44555,3,Permit Number 43835,Sidewalk: Curb side : Cutout,Tree,2001-04-29 00:00:00 UTC
58117,1,Permit Number 17097,Sidewalk: Curb side : Cutout,Tree,1978-01-30 00:00:00 UTC
48164,71,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
46191,5,Permit Number 44518,Sidewalk: Curb side : Cutout,Tree,2001-12-31 00:00:00 UTC
48086,196,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
44845,18,Permit Number 43922,Sidewalk: Curb side : Cutout,Tree,2001-04-25 00:00:00 UTC
48243,12,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
48307,173,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
46292,10,Permit Number 44564,Sidewalk: Curb side : Cutout,Tree,2002-01-31 00:00:00 UTC
48281,91,Permit Number 45761,Sidewalk: Curb side : Cutout,Tree,2002-07-17 00:00:00 UTC
